benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,heterogeneous-dates,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/heterogeneous-dates/trc-su/run_2/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,incompatible-python-fasttext,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/incompatible-python-fasttext/trc-su/run_1/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,intrusion-detection,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/intrusion-detection/trc-su/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01054.txt
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,password-recovery,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/password-recovery/trc-su/run_3/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,path-tracing-reverse,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/path-tracing-reverse/trc-su/run_3/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,processing-pipeline,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/processing-pipeline/trc-su/run_1/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,prove-plus-comm,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/prove-plus-comm/trc-su/run_1/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,prove-plus-comm,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/prove-plus-comm/trc-su/run_2/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,prove-plus-comm,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/prove-plus-comm/trc-su/run_3/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,pytorch-model-cli.hard,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/pytorch-model-cli.hard/trc-su/run_2/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,qemu-startup,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/qemu-startup/trc-su/run_1/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,raman-fitting.easy,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/raman-fitting.easy/trc-su/run_1/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,sanitize-git-repo.hard,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/sanitize-git-repo.hard/trc-su/run_2/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,sanitize-git-repo.hard,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/sanitize-git-repo.hard/trc-su/run_3/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,solana-data,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/solana-data/trc-su/run_2/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,sqlite-with-gcov,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/sqlite-with-gcov/trc-su/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01075.txt
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,swe-bench-astropy-2,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/swe-bench-astropy-2/trc-su/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01081.txt
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,swe-bench-fsspec,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/swe-bench-fsspec/trc-su/run_1/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,swe-bench-fsspec,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/swe-bench-fsspec/trc-su/run_3/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,tmux-advanced-workflow,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/tmux-advanced-workflow/trc-su/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01083.txt
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,tmux-advanced-workflow,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/tmux-advanced-workflow/trc-su/run_2/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,tmux-advanced-workflow,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/tmux-advanced-workflow/trc-su/run_3/trajectory.json,
terminalbench,main,glm47flash,di__b3k__trc-su,hosted_vllm/zai-org/GLM-4.7-Flash,trc_summarize,3000,0.5,write-compressor,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/di__b3k__trc-su/write-compressor/trc-su/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,3000,0.5,gpt2-codegolf,structured-summarize-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss-partial/gpt2-codegolf/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01537.txt
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,cartpole-rl-training,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/cartpole-rl-training/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,count-dataset-tokens,structured-summarize,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/count-dataset-tokens/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,csv-to-parquet,structured-summarize,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/csv-to-parquet/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,decommissioning-service-with-sensitive-data,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/decommissioning-service-with-sensitive-data/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,download-youtube,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/download-youtube/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,eval-mteb.hard,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/eval-mteb.hard/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,extract-moves-from-video,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/extract-moves-from-video/structured-summarize/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,fibonacci-server,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/fibonacci-server/structured-summarize/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,fibonacci-server,structured-summarize,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/fibonacci-server/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,fix-git,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/fix-git/structured-summarize/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,fix-git,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/fix-git/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,fix-git,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/fix-git/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,fix-pandas-version,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/fix-pandas-version/structured-summarize/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,gpt2-codegolf,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/gpt2-codegolf/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,heterogeneous-dates,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/heterogeneous-dates/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,hf-model-inference,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/hf-model-inference/structured-summarize/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,incompatible-python-fasttext,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/incompatible-python-fasttext/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01456.txt
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,incompatible-python-fasttext,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/incompatible-python-fasttext/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,modernize-fortran-build,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/modernize-fortran-build/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,modernize-fortran-build,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/modernize-fortran-build/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,new-encrypt-command,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/new-encrypt-command/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,new-encrypt-command,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/new-encrypt-command/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01461.txt
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,path-tracing-reverse,structured-summarize,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/path-tracing-reverse/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,processing-pipeline,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/processing-pipeline/structured-summarize/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,processing-pipeline,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/processing-pipeline/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,processing-pipeline,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/processing-pipeline/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,prove-plus-comm,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/prove-plus-comm/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,pytorch-model-cli.hard,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/pytorch-model-cli.hard/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,pytorch-model-cli.hard,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/pytorch-model-cli.hard/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,qemu-alpine-ssh,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/qemu-alpine-ssh/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,qemu-alpine-ssh,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/qemu-alpine-ssh/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,qemu-startup,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/qemu-startup/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,raman-fitting.easy,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/raman-fitting.easy/structured-summarize/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,raman-fitting.easy,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/raman-fitting.easy/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,sqlite-with-gcov,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/sqlite-with-gcov/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01481.txt
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,sqlite-with-gcov,structured-summarize,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/sqlite-with-gcov/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,sqlite-with-gcov,structured-summarize,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/sqlite-with-gcov/structured-summarize/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,tmux-advanced-workflow,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/tmux-advanced-workflow/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/01493.txt
terminalbench,main,qwen35b,d05__b3k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,3000,0.5,write-compressor,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__ss/write-compressor/structured-summarize/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,blind-maze-explorer-5x5,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/blind-maze-explorer-5x5/summarization/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,blind-maze-explorer-algorithm,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/blind-maze-explorer-algorithm/summarization/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,blind-maze-explorer-algorithm,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/blind-maze-explorer-algorithm/summarization/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,cartpole-rl-training,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/cartpole-rl-training/summarization/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,cartpole-rl-training,summarization,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/cartpole-rl-training/summarization/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,count-dataset-tokens,summarization,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/count-dataset-tokens/summarization/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,csv-to-parquet,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/csv-to-parquet/summarization/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,decommissioning-service-with-sensitive-data,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/decommissioning-service-with-sensitive-data/summarization/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,fibonacci-server,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/fibonacci-server/summarization/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,fix-git,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/fix-git/summarization/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,fix-git,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/fix-git/summarization/run_3/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,fix-pandas-version,summarization,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/fix-pandas-version/summarization/run_1/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,git-workflow-hack,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/git-workflow-hack/summarization/run_2/trajectory.json,
terminalbench,main,qwen35b,d05__b3k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,3000,0.5,gpt2-codegolf,summarization,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/qwen35b/d05__b3k__su-full/gpt2-codegolf/summarization/run_1/trajectory.json,
