benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details,seed_source_section,seed_source_trajectory,seed_archive
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-15100,otrc-su-partial,run_1,priority,summary_failure_accounting,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-15100/otrc-su-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10081.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-15100/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-25747,otrc-su-partial,run_1,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-25747/otrc-su-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10088.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-25747/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-25747,otrc-su-partial,run_2,priority,summary_failure_accounting,0,13,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-25747/otrc-su-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10089.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-25747/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-25747,otrc-su-partial,run_3,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-25747/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10090.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-25747/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-26323,otrc-su-partial,run_1,priority,summary_failure_accounting,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-26323/otrc-su-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10099.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-26323/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-26323,otrc-su-partial,run_2,priority,summary_failure_accounting,0,8,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-26323/otrc-su-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10100.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-26323/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-26323,otrc-su-partial,run_3,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-26323/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10101.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-26323/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13031,otrc-su-partial,run_3,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13031/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10115.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13031/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13091,otrc-su-partial,run_1,priority,summary_failure_accounting,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13091/otrc-su-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10116.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13091/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13091,otrc-su-partial,run_2,priority,summary_failure_accounting,0,26,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13091/otrc-su-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10117.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13091/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13091,otrc-su-partial,run_3,priority,summary_failure_accounting,0,16,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13091/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10118.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13091/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13757,otrc-su-partial,run_2,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13757/otrc-su-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10126.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13757/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13757,otrc-su-partial,run_3,priority,summary_failure_accounting,0,26,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13757/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10127.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13757/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-15017,otrc-su-partial,run_3,priority,summary_failure_accounting,0,47,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15017/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10144.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15017/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-15345,otrc-su-partial,run_1,priority,summary_failure_accounting,0,22,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15345/otrc-su-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10145.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15345/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-15345,otrc-su-partial,run_2,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15345/otrc-su-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10146.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15345/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-17630,otrc-su-partial,run_1,priority,summary_failure_accounting,0,17,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-17630/otrc-su-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10161.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-17630/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-17630,otrc-su-partial,run_2,priority,summary_failure_accounting,0,44,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-17630/otrc-su-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10162.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-17630/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-17630,otrc-su-partial,run_3,priority,summary_failure_accounting,0,39,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-17630/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10163.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-17630/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-24066,otrc-su-partial,run_3,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-24066/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10190.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-24066/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,django__django-13012,otrc-su-partial,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/django__django-13012/otrc-su-partial/run_2/trajectory.json,details/09963.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/django__django-13012/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,django__django-13964,otrc-su-partial,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/django__django-13964/otrc-su-partial/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/django__django-13964/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,django__django-14580,otrc-su-partial,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/django__django-14580/otrc-su-partial/run_3/trajectory.json,details/09978.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/django__django-14580/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-11310,otrc-su-partial,run_2,probable,agentlog_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-11310/otrc-su-partial/run_2/trajectory.json,details/10029.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-11310/otrc-su-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,scikit-learn__scikit-learn-13328,otrc-su-partial,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-13328/otrc-su-partial/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/scikit-learn__scikit-learn-13328/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13031,otrc-su-partial,run_1,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13031/otrc-su-partial/run_1/trajectory.json,details/10113.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13031/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-13757,otrc-su-partial,run_1,priority,agentlog_summary_failure,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13757/otrc-su-partial/run_1/trajectory.json,details/10125.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-13757/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-15017,otrc-su-partial,run_1,priority,agentlog_summary_failure,0,13,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15017/otrc-su-partial/run_1/trajectory.json,details/10142.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15017/otrc-su-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__otrc-su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc_summarize_partial,10000,0.5,sympy__sympy-15345,otrc-su-partial,run_3,priority,agentlog_summary_failure,0,11,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15345/otrc-su-partial/run_3/trajectory.json,details/10147.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/sympy__sympy-15345/otrc-su-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,sympy__sympy-13091,trc-ss,run_3,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/sympy__sympy-13091/trc-ss/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/10680.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/sympy__sympy-13091/trc-ss/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-11299,trc-ss,run_1,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-11299/trc-ss/run_1/trajectory.json,details/10557.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-11299/trc-ss/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-11299,trc-ss,run_3,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-11299/trc-ss/run_3/trajectory.json,details/10559.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-11299/trc-ss/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-12273,trc-ss,run_2,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-12273/trc-ss/run_2/trajectory.json,details/10569.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-12273/trc-ss/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-13012,trc-ss,run_3,priority,agentlog_summary_failure,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-13012/trc-ss/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-13012/trc-ss/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-13964,trc-ss,run_1,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-13964/trc-ss/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-13964/trc-ss/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-13964,trc-ss,run_3,priority,agentlog_summary_failure,0,26,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-13964/trc-ss/run_3/trajectory.json,details/10585.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-13964/trc-ss/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-14580,trc-ss,run_1,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-14580/trc-ss/run_1/trajectory.json,details/10589.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-14580/trc-ss/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-14580,trc-ss,run_2,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-14580/trc-ss/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-14580/trc-ss/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,django__django-14999,trc-ss,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/django__django-14999/trc-ss/run_3/trajectory.json,details/10597.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/django__django-14999/trc-ss/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,scikit-learn__scikit-learn-10297,trc-ss,run_1,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/scikit-learn__scikit-learn-10297/trc-ss/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/scikit-learn__scikit-learn-10297/trc-ss/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,scikit-learn__scikit-learn-10297,trc-ss,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/scikit-learn__scikit-learn-10297/trc-ss/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/scikit-learn__scikit-learn-10297/trc-ss/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,di__b10k__trc-ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,trc_structured_summarize,10000,0.5,scikit-learn__scikit-learn-10908,trc-ss,run_2,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/di__b10k__trc-ss/scikit-learn__scikit-learn-10908/trc-ss/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/scikit-learn__scikit-learn-10908/trc-ss/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
